id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,support,selected_sentence_list
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"In the 1920s and 1930s, Royal Raymond Rife developed special microscopes.",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"Using these he claimed he could visualize living microorganisms, including viruses too small to be seen with any other existing technology, via the color of auras emitted as they vibrated (Citation1).",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,0,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,In a 1961 deposition he explained this as follows: “A special risley prism which works on a counter rotation principle selects a portion of the light frequency which illuminates these viruses in their own characteristic chemical colors by emission of coordinative light frequency and the viruses become readily identifiable by the colors revealed on observation.” (Citation2).,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,Several of his microscopes still exist.,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"Their principles and alleged function have never been validated, and they have never been adopted for use.",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"Rife went on to postulate that the microorganisms he was seeing were involved in human diseases, including cancer (Citation3–6).",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"He invented a machine that he claimed could transmit radio frequency energy into a person and vibrate these microorganisms at a “mortal oscillatory rate”, thereby killing them and improving the disease they were causing (Citation3–6).",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"Rife's claims were based upon his microscopic evaluations, which again do not appear to be legitimate.",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"The very concept that diseases can be cured by radio frequency energy, originally proposed by Albert Abrams and referred to as ‘radionics’ (Citation7), was later investigated and disproven by the Scientific American (Citation7,Citation8).",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
50,Targeting cancer cells with resonant frequencies has not been shown to ‘cure’ cancer,Targeting cancer cells with resonant frequencies has been shown to 'cure' cancer.,https://www.reuters.com/news/article/factcheck-cancer-resonant-frequencies/fact-check-targeting-cancer-cells-with-resonant-frequencies-has-not-been-shown-to-cure-cancer-idUSL1N3012LG,Health,26-Aug-22,False,https://www.tandfonline.com/doi/full/10.3109/21678421.2013.850802,ALSUntangled No. 23: The Rife Machine and retroviruses,The ALSUntangled Group,"Nonetheless, there remain those who believe in Rife's work, claim it was suppressed as part of an elaborate conspiracy (Citation9) and continue to sell similar energy-transmitting devices (Citation10–12).",Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2013,1,"[{0: 1}, {1: 0}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
